,ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
417031,A-3136190,2,2020-12-31 20:05:08,2020-12-31 21:44:14,42.863191,-73.769041,42.863061,-73.769711,0.035,Incident on NY-146 WB near US-9 Drive with caution.,,Route 9,R,Clifton Park,Saratoga,NY,12065,US,US/Eastern,KSCH,2020-12-31 19:56:00,34.0,26.0,75.0,29.92,10.0,W,10.0,,Cloudy,False,False,True,True,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
417038,A-3136197,2,2020-12-31 16:07:49,2020-12-31 17:50:22,40.705696,-74.245837,40.70555,-74.245885,0.01,Incident on GARDEN STATE PKWY SB near UNION TOLL PLAZA Left lane blocked.,,Garden State Pkwy S,R,Hillside,Union,NJ,07205,US,US/Eastern,KEWR,2020-12-31 15:51:00,42.0,35.0,65.0,30.2,10.0,NNW,14.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
417101,A-3136260,2,2020-12-31 03:52:00,2020-12-31 07:16:24,38.130723,-121.370758,38.13062,-121.365928,0.263,[Rotation Request Comment] 1039 SAM BERRI 209-365-7000,4475.0, W Sargent Rd,R,Lodi,San Joaquin,CA,95242-9258,US,US/Pacific,KSCK,2020-12-31 03:55:00,48.0,44.0,86.0,30.14,5.0,ESE,8.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
417149,A-3136308,2,2020-12-31 00:21:00,2020-12-31 03:42:30,33.592004,-117.125002,33.591827,-117.124774,0.018,STATERBROTHERS -PLOT. [Rotation Request Comment] 1039 SandR TOW 760-722-6686 // CPYS STATER BROS PLOT,35250.0, Winchester Rd,L,Murrieta,Riverside,CA,92563,US,US/Pacific,KF70,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
417157,A-3136316,2,2020-12-31 03:33:00,2020-12-31 05:08:19,30.398368,-87.277527,30.399782,-87.277391,0.098,Incident on N NAVY BLVD near US-98 Drive with caution.,,W Highway 98,R,Pensacola,Escambia,FL,32507,US,US/Central,KNPA,2020-12-31 05:56:00,66.0,66.0,93.0,29.94,8.0,E,9.0,,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
417191,A-3136353,2,2020-12-31 07:01:00,2020-12-31 08:18:39,34.078205,-118.219617,34.082495,-118.225727,0.458,Incident on I-5 NB near HUMBOLDT ST Expect delays.,,Golden State Fwy N,R,Los Angeles,Los Angeles,CA,90031,US,US/Pacific,KCQT,2020-12-31 06:52:00,45.0,45.0,58.0,29.79,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
417537,A-3136703,2,2020-12-31 03:57:48,2020-12-31 06:20:21,34.386257,-81.088423,34.386421,-81.08868,0.019,Incident on EVANS ST near US-321 Expect delays.,,N Congress St,R,Winnsboro,Fairfield,SC,29180,US,US/Eastern,KFDW,2020-12-31 03:55:00,39.0,39.0,100.0,29.53,1.0,CALM,0.0,,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
417540,A-3136706,2,2020-12-31 18:53:00,2020-12-31 20:13:22,36.921076,-76.270234,36.923611,-76.270075,0.175,Incident on I-64 WB near MM 277 Expect delays.,,Granby St,R,Norfolk,Norfolk,VA,23505,US,US/Eastern,KNGU,2020-12-31 18:59:00,49.0,45.0,90.0,30.23,8.0,NNE,9.0,0.02,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
417707,A-3136875,2,2020-12-31 01:01:18,2020-12-31 03:02:13,44.814938,-93.221215,44.814968,-93.220905,0.015,Accident from Sibley Memorial Hwy to MN-77 N.,,Sibley Memorial Hwy,R,Saint Paul,Dakota,MN,55122,US,US/Central,KMSP,2020-12-31 00:53:00,13.0,5.0,88.0,29.22,7.0,W,5.0,,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
417747,A-3136915,2,2020-12-31 14:44:30,2020-12-31 23:08:26,28.46441,-81.458776,28.462439,-81.458799,0.136,Stationary traffic on FL-435 from I-4 (FL-435) to International Dr (FL-435) due to accident.,6698.0, S Kirkman Rd,R,Orlando,Orange,FL,32819,US,US/Eastern,KMCO,2020-12-31 14:53:00,81.0,81.0,56.0,29.95,10.0,SE,14.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
418014,A-3137185,2,2020-12-31 19:32:18,2020-12-31 21:10:24,34.669793,-92.265061,34.621343,-92.269131,3.356,Incident on I-530 SB near I-530 Left lane blocked.,,I-530 S,R,Little Rock,Pulaski,AR,72206,US,US/Central,KLIT,2020-12-31 19:53:00,37.0,28.0,93.0,29.61,5.0,NE,16.0,0.15,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
418059,A-3137232,2,2020-12-31 15:35:00,2020-12-31 16:58:14,30.309423,-81.84337,30.312353,-81.81732,1.567,Incident on I-10 EB near MM 353 Road closed. Take alternate route.,,FL-8 E,R,Jacksonville,Duval,FL,32221,US,US/Eastern,KVQQ,2020-12-31 15:50:00,82.0,82.0,51.0,29.97,10.0,S,12.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
418214,A-3137388,2,2020-12-31 10:45:16,2020-12-31 16:55:18,35.166174,-90.178645,35.170694,-90.190265,0.727,Incident on I-40 WB near I-40 Road closed. Take alternate route.,,I-40 W,R,West Memphis,Crittenden,AR,72301,US,US/Central,KAWM,2020-12-31 10:51:00,37.0,30.0,,29.88,8.0,ENE,12.0,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
418270,A-3137444,2,2020-12-31 19:39:00,2020-12-31 20:58:21,37.453603,-76.870966,37.465607,-76.891541,1.4,Incident on I-64 WB near MM 224 Expect delays.,,I-64 W,R,Lanexa,New Kent,VA,23089,US,US/Eastern,KFYJ,2020-12-31 19:35:00,48.0,45.0,67.0,30.27,10.0,NNE,8.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
418324,A-3137501,2,2020-12-31 06:04:58,2020-12-31 13:47:01,40.655043,-74.007172,40.654908,-74.006932,0.016,Incident on 37TH ST EB near 3RD AVE Expect long delays.,,37th St,R,Brooklyn,Kings,NY,11232,US,US/Eastern,KJRB,2020-12-31 06:12:00,47.0,44.0,86.0,29.88,5.0,W,7.0,0.02,Light Rain,False,False,False,False,False,False,False,False,True,False,False,True,False,Night,Night,Night,Day
418371,A-3137549,2,2020-12-31 08:03:19,2020-12-31 10:02:46,36.163655,-86.613826,36.163307,-86.613149,0.045,Incident on DODSON CHAPEL RD near BELL RD Expect long delays.,3806.0, Dodson Chapel Rd,R,Hermitage,Davidson,TN,37076-3507,US,US/Central,KBNA,2020-12-31 07:53:00,41.0,36.0,87.0,29.5,4.0,N,8.0,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
418441,A-3137619,2,2020-12-31 19:53:14,2020-12-31 22:36:10,40.742689,-74.21446,40.744178,-74.21379,0.109,Crash on Garden State Parkway northbound North of Exit 144 - CR 510 (Newark) All lanes open,,Garden State Pkwy N,R,Newark,Essex,NJ,07106,US,US/Eastern,KEWR,2020-12-31 19:51:00,39.0,31.0,55.0,30.32,10.0,NW,14.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
418444,A-3137622,2,2020-12-31 17:30:46,2020-12-31 19:55:15,32.727917,-97.590619,32.729807,-97.606619,0.939,Incident on I-20 WB near ALEDO Drive with caution.,,I-20 W,R,Aledo,Parker,TX,76008,US,US/Central,KNFW,2020-12-31 17:52:00,38.0,30.0,97.0,28.99,10.0,NNE,13.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
418572,A-3137753,2,2020-12-31 20:30:15,2020-12-31 21:50:10,40.805894,-73.909116,40.820134,-73.890326,1.391,Incident on I-278 EB near I-895 Left lane blocked.,,Bruckner Expy E,R,Bronx,Bronx,NY,10454,US,US/Eastern,KLGA,2020-12-31 20:51:00,40.0,34.0,55.0,30.32,10.0,NNW,9.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
418577,A-3137758,2,2020-12-31 02:23:00,2020-12-31 05:18:19,30.445214,-87.240328,30.445219,-87.239954,0.022,Incident on W FAIRFIELD DR near N PACE BLVD Expect delays.,2107.0, W Fairfield Dr,L,Pensacola,Escambia,FL,32505-5131,US,US/Central,KPNS,2020-12-31 02:10:00,62.0,,96.0,29.87,10.0,,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
418621,A-3137804,2,2020-12-31 21:30:00,2020-12-31 23:45:00,34.056957,-86.584421,34.056677,-86.584371,0.02,Incident on US-231 SB near MM 266 Drive with caution.,198.0, Terry Park Cir,R,Blountsville,Blount,AL,35031,US,US/Central,K3A1,2020-12-31 21:53:00,53.0,53.0,83.0,29.35,10.0,E,7.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
418677,A-3137860,2,2020-12-31 03:01:30,2020-12-31 03:40:00,36.692386,-119.752723,36.6924,-119.749763,0.164,Stationary traffic from CA-99/S Parkway Dr (E North Ave) to S Chestnut Ave (E North Ave) due to accident.,2101.0, E North Ave,R,Fresno,Fresno,CA,93725-2325,US,US/Pacific,KFAT,2020-12-31 02:53:00,45.0,45.0,82.0,29.8,6.0,E,3.0,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
418834,A-3138020,2,2020-12-31 06:48:00,2020-12-31 08:03:20,29.03003,-82.158776,29.08574,-82.184906,4.16,Incident on I-75 NB near MM 343 Expect delays.,,I-75 N,R,Ocala,Marion,FL,34473,US,US/Eastern,KOCF,2020-12-31 06:51:00,68.0,68.0,84.0,30.0,10.0,SE,9.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
419029,A-3138217,2,2020-12-31 01:23:00,2020-12-31 02:38:17,30.520931,-87.31293,30.519181,-87.30965,0.23,Incident on FL-8 EB near PINE FOREST RD Drive with caution.,,I-10 E,R,Pensacola,Escambia,FL,32526,US,US/Central,KPNS,2020-12-31 01:15:00,62.0,,96.0,29.87,9.0,,,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
419121,A-3138312,2,2020-12-31 16:12:00,2020-12-31 17:32:13,30.455878,-97.659899,30.456711,-97.657508,0.154,Incident on GRAND AVENUE PKY near CENTRAL COMMERCE DR Drive with caution.,1617.0, Grand Avenue Pkwy,L,Pflugerville,Travis,TX,78660-2058,US,US/Central,KEDC,2020-12-31 16:15:00,41.0,36.0,93.0,29.05,10.0,W,8.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
419125,A-3138316,2,2020-12-31 21:13:00,2020-12-31 23:36:02,38.572173,-121.467578,38.573272,-121.467108,0.08,A112-192M PTY ON RHS / NB JNO 12TH / OVERSHOT / TURNING AT BROADWAY,,Capital City Fwy E,R,Sacramento,Sacramento,CA,95816,US,US/Pacific,KSAC,2020-12-31 20:53:00,50.0,50.0,66.0,30.08,10.0,NNW,7.0,,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
419302,A-3138497,2,2020-12-31 01:41:18,2020-12-31 03:26:18,43.980369,-121.584774,43.984516,-121.578871,0.41,A crash has occurred causing no to minimum delays. Use caution.,14657.0, Cascade Lakes Hwy,R,La Pine,Deschutes,OR,97739,US,US/Pacific,KBDN,2020-12-31 01:35:00,39.0,32.0,75.0,26.43,10.0,SSW,13.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
419330,A-3138525,2,2020-12-31 17:07:00,2020-12-31 23:27:00,34.087216,-117.660731,34.076126,-117.620997,2.399,Slow traffic on San Bernardino Fwy E - I-10 E from Mountain Ave (I-10) to 4th St (I-10) due to accident.,1598.0, N San Antonio Ave,R,Ontario,San Bernardino,CA,91762-1202,US,US/Pacific,KONT,2020-12-31 16:53:00,62.0,62.0,21.0,28.87,10.0,NE,23.0,,Partly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
419364,A-3138560,4,2020-12-31 09:15:01,2020-12-31 10:30:02,41.664083,-91.3511,41.664139,-91.355748,0.24,Incident on I-80 WB near COUNTY HWY-X30 Road closed. Take alternate route.,,I-80 W,R,West Branch,Cedar,IA,52358,US,US/Central,KIOW,2020-12-31 08:52:00,23.0,17.0,78.0,29.56,10.0,S,5.0,,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
419412,A-3138609,2,2020-12-31 13:02:00,2020-12-31 21:26:50,28.192899,-82.469029,28.191669,-82.465876,0.21,Stationary traffic on FL-54 from FL-589/Suncoast Pkwy (FL-54) to US-41/FL-45/Land O Lakes Blvd (FL-54) due to accident.,,Hunt Rd,R,Lutz,Pasco,FL,33558,US,US/Eastern,KTPA,2020-12-31 12:53:00,80.0,80.0,58.0,30.03,10.0,SSE,12.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
419427,A-3138625,2,2020-12-31 14:54:25,2020-12-31 17:14:10,40.682061,-112.031482,40.653271,-112.044962,2.111,Incident on MOUNTAIN VIEW CORRIDOR HWY SB near MOUNTAIN VIEW CORRIDOR HWY Drive with caution.,,W 4100 S,R,West Valley City,Salt Lake,UT,84128,US,US/Mountain,KU42,2020-12-31 14:54:00,32.0,22.0,79.0,25.77,10.0,NW,14.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
419439,A-3138637,2,2020-12-31 17:33:19,2020-12-31 19:33:52,32.65414,-96.877295,32.654325,-96.877737,0.029,Incident on I-20 WB near US-67 Expect long delays.,,I-20 W,R,Dallas,Dallas,TX,75237,US,US/Central,KRBD,2020-12-31 17:53:00,40.0,33.0,89.0,28.88,10.0,NNE,13.0,0.05,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
419480,A-3138680,2,2020-12-31 01:03:07,2020-12-31 02:39:08,44.016321,-93.252025,44.007787,-93.254873,0.606,Incident on I-35 SB near 28TH ST Drive with caution.,,I-35 S,R,Owatonna,Steele,MN,55060,US,US/Central,KOWA,2020-12-31 01:13:00,16.0,5.0,93.0,28.86,10.0,W,8.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
419508,A-3138708,2,2020-12-31 02:39:00,2020-12-31 05:42:49,43.154365,-77.630395,43.154296,-77.630489,0.007,Incident on BROWN ST near SAXTON ST Expect delays.,542.0, Brown St,R,Rochester,Monroe,NY,14611-2337,US,US/Eastern,KROC,2020-12-31 02:30:00,35.0,28.0,92.0,29.31,10.0,SW,9.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
419690,A-3138891,2,2020-12-31 20:02:30,2020-12-31 22:20:35,44.025811,-95.753643,44.029409,-95.753613,0.249,Incident on US-59 near 116TH ST Drive with caution.,1225.0, Highway 59,L,Slayton,Murray,MN,56172-1876,US,US/Central,KDVP,2020-12-31 19:53:00,19.0,10.0,84.0,28.35,10.0,S,7.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
419713,A-3138914,2,2020-12-31 05:37:42,2020-12-31 07:18:51,40.807567,-73.926519,40.806627,-73.924159,0.139,Crash on I-87 Major Deegan Expressway southbound at Willis Avenue (New York) 2 Right lanes of 3 lanes closed,,Major Deegan Expy S,R,Bronx,Bronx,NY,10454,US,US/Eastern,KLGA,2020-12-31 05:51:00,50.0,50.0,77.0,29.95,10.0,WSW,17.0,0.02,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
419812,A-3139015,2,2020-12-31 03:36:30,2020-12-31 04:08:00,33.873757,-118.230153,33.873747,-118.221603,0.49,Stationary traffic on Artesia Fwy E - CA-91 E from Wilmington Ave (CA-91) to Alameda St (CA-91) due to accident.,,Artesia Fwy E,R,Compton,Los Angeles,CA,90220,US,US/Pacific,KHHR,2020-12-31 03:53:00,45.0,45.0,68.0,29.96,10.0,CALM,0.0,,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
419867,A-3139070,2,2020-12-31 15:18:18,2020-12-31 17:40:37,35.039908,-85.316832,35.041707,-85.314728,0.172,Incident on TN-29 NB near MM 1 Drive with caution.,,TN-29 N,R,Chattanooga,Hamilton,TN,37402,US,US/Eastern,KCHA,2020-12-31 14:53:00,59.0,59.0,78.0,29.35,6.0,CALM,0.0,,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
419894,A-3139097,2,2020-12-31 00:01:52,2020-12-31 04:48:33,25.509582,-80.425524,25.509342,-80.42552,0.017,Incident on SW 145TH AVE near SW 276TH ST Drive with caution.,27797.0, SW 145th Ave,L,Homestead,Miami-Dade,FL,33032,US,US/Eastern,KHST,2020-12-31 00:46:00,73.0,73.0,69.0,30.05,10.0,E,14.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
419935,A-3139140,2,2020-12-31 21:36:37,2020-12-31 23:16:48,32.878919,-96.688721,32.878721,-96.688392,0.023,Incident on LBJ FWY EB near WALNUT HILL LN Expect long delays.,,I-635 E,R,Dallas,Dallas,TX,75238,US,US/Central,KDAL,2020-12-31 21:53:00,40.0,34.0,93.0,29.12,3.0,WNW,9.0,0.03,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
419960,A-3139165,2,2020-12-31 19:58:25,2020-12-31 21:38:33,35.103599,-82.040087,35.105947,-82.036962,0.24,Incident on CROW RD near SC-9 Drive with caution.,8324.0, Highway 9,R,Inman,Spartanburg,SC,29349-8713,US,US/Eastern,KSPA,2020-12-31 19:55:00,52.0,52.0,94.0,29.31,10.0,CALM,0.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
419998,A-3139205,2,2020-12-31 10:37:00,2020-12-31 14:25:01,33.647614,-117.171109,33.680524,-117.170759,2.274,1039 WIND N SEA,,Escondido Fwy N,R,Menifee,Riverside,CA,92584,US,US/Pacific,KF70,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
420073,A-3139280,2,2020-12-31 16:03:00,2020-12-31 18:25:00,34.507397,-117.272967,34.507022,-117.268486,0.256,Incident on YATES RD near PARK RD Drive with caution.,16201.0, Yates Rd,L,Victorville,San Bernardino,CA,92395,US,US/Pacific,KVCV,2020-12-31 15:49:00,,,,26.98,10.0,N,10.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
420181,A-3139391,2,2020-12-31 15:34:26,2020-12-31 17:35:29,34.471398,-81.924223,34.47144,-81.924538,0.018,Incident on US-76 near GRANDVIEW ACRES Road closed. Take alternate route.,1.0, Grandview Acres,L,Clinton,Laurens,SC,29325-4607,US,US/Eastern,KLUX,2020-12-31 15:55:00,54.0,54.0,94.0,29.36,7.0,CALM,0.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
420190,A-3139400,2,2020-12-31 03:31:26,2020-12-31 05:40:12,40.69673,-73.981009,40.697502,-73.982043,0.076,Crash on I-278 westbound approaching Exit 29B - Tillary Street (New York) 1 Left lane of 2 lanes blocked,,Brooklyn Queens Expy,R,Brooklyn,Kings,NY,11201,US,US/Eastern,KJRB,2020-12-31 03:51:00,47.0,43.0,71.0,29.85,10.0,SW,8.0,,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
420458,A-3139672,2,2020-12-31 12:56:00,2020-12-31 13:34:30,27.947298,-81.084197,27.989388,-81.127187,3.917,Slow traffic on FL-91 N - Florida's Tpke N from Williams Rd (Florida's Tpke) to Friars Cove Rd (Florida's Tpke) due to accident.,,Florida's Tpke N,R,Kenansville,Osceola,FL,34739,US,US/Eastern,KMLB,2020-12-31 12:53:00,78.0,78.0,76.0,30.06,10.0,SE,20.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
420469,A-3139684,2,2020-12-31 02:11:34,2020-12-31 05:36:56,40.839968,-73.929072,40.851968,-73.921102,0.928,Crash on I-87 Major Deegan Expressway northbound ramp to Exit 7N-7S 7N &amp; - I-95-Cross Bronx Expressway (New York) 1 Left lane of 2 lanes blocked,,Major Deegan Expy N,R,Bronx,Bronx,NY,10452,US,US/Eastern,KLGA,2020-12-31 01:51:00,46.0,42.0,58.0,30.0,10.0,SSW,8.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
420517,A-3139733,2,2020-12-31 15:35:00,2020-12-31 17:00:00,35.136233,-79.882956,35.135236,-79.879439,0.21,Near Ellerbe / Both Directions. The shoulders are closed in both directions near&amp;nbsp;Covington Community Road.,1834.0, W NC Highway 73,R,Mount Gilead,Richmond,NC,27306-9623,US,US/Eastern,KAFP,2020-12-31 15:35:00,50.0,50.0,95.0,29.83,5.0,CALM,0.0,0.02,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
420529,A-3139745,2,2020-12-31 19:54:00,2020-12-31 22:20:52,38.9421,-121.097031,38.942077,-121.097208,0.01,SAFEWAY / ROSS PLOT. VA-K2 1097,,Bell Rd,R,Auburn,Placer,CA,95602,US,US/Pacific,KAUN,2020-12-31 19:55:00,45.0,45.0,76.0,28.47,10.0,CALM,0.0,,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
420557,A-3139773,2,2020-12-31 02:39:03,2020-12-31 03:54:04,39.09588,-94.551596,39.092525,-94.543379,0.498,Incident on I-70 near PROSPECT AVE Drive with caution.,1401.0, Prospect Ave,L,Kansas City,Jackson,MO,64127-2016,US,US/Central,KMKC,2020-12-31 02:54:00,23.0,23.0,78.0,29.41,10.0,N,3.0,,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
420580,A-3139796,2,2020-12-31 00:33:00,2020-12-31 02:42:43,40.946533,-78.618325,40.946737,-78.618055,0.02,Incident on US-219 NB near E HEPBURNIA RD Expect long delays.,9494.0, Mahaffey Grampian Hwy,R,Grampian,Clearfield,PA,16838-8612,US,US/Eastern,KFIG,2020-12-31 00:33:00,33.0,33.0,92.0,28.27,1.0,CALM,0.0,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
420591,A-3139807,2,2020-12-31 01:30:07,2020-12-31 02:49:25,39.828926,-77.043997,39.832976,-77.043327,0.282,Incident on MOUNT MISERY RD near BLACK LN Drive with caution.,1.0, Mount Misery Rd,L,Hanover,Adams,PA,17331-8962,US,US/Eastern,KTHV,2020-12-31 01:53:00,47.0,43.0,68.0,29.46,10.0,SSW,9.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
